eval_loss,eval_rouge1,eval_rouge2,eval_rougeL,eval_rougeLsum,eval_gen_len,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2.4250502586364746,15.923687966713157,5.849590792427837,13.134192703754149,13.138526848095008,19.995983935742974,206.7227,16.863,2.109,0.9998384230085636
2.370636224746704,15.196786057909897,5.597701344823001,12.584089268387306,12.584726012985852,19.98221457257602,203.1787,17.157,2.146,1.999676846017127
2.355052947998047,15.307995411917794,5.670932050189068,12.675579421378135,12.682791912655267,19.984509466437178,202.2011,17.24,2.156,2.9995152690256908
